fname,labels
39551563.wav,Tap
395bbfb3.wav,Male_singing
395c9f35.wav,Female_singing
396e3e7c.wav,Male_speech_and_man_speaking
396fdb84.wav,"Tick-tock,Toilet_flush"
397074a3.wav,Zipper_(clothing)
3977667e.wav,Car_passing_by
3979b83a.wav,Whispering
397af8ed.wav,Hi-hat
39801d53.wav,Buzz
3980fb4c.wav,Applause
39819c62.wav,"Yell,Hi-hat"
3983fef1.wav,Electric_guitar
3986974b.wav,Squeak
3988374b.wav,Cupboard_open_or_close
398bb2cd.wav,Chirp_and_tweet
398d25dd.wav,Zipper_(clothing)
398dc3a7.wav,Stream
398e65b5.wav,Applause
39907e25.wav,Water_tap_and_faucet
3990da90.wav,Female_speech_and_woman_speaking
39937a6e.wav,Acoustic_guitar
3995358f.wav,"Marimba_and_xylophone,Glockenspiel"
3998c212.wav,Crackle
399a9202.wav,Male_speech_and_man_speaking
399d3d82.wav,Hiss
399e3b39.wav,Printer
39a4565b.wav,Yell
39a70bf7.wav,Bus
39ae83b1.wav,Bicycle_bell
39b154ac.wav,"Marimba_and_xylophone,Glockenspiel"
39b2f373.wav,Gasp
39b58a2d.wav,Hiss
39ba8073.wav,"Water_tap_and_faucet,Sink_(filling_or_washing)"
39bdef2e.wav,Yell
39c4aba3.wav,"Strum,Electric_guitar"
39c67dfb.wav,Crackle
39d00402.wav,Meow
39d07304.wav,Cutlery_and_silverware
39d1f8f0.wav,Cricket
39e166b6.wav,"Screaming,Knock"
39e3b3fc.wav,Crackle
39e48bc8.wav,"Gasp,Gurgling"
39e5f903.wav,Raindrop
39e73a81.wav,Bark
39e85c95.wav,Microwave_oven
39e884a0.wav,Mechanical_fan
39e8eda0.wav,Yell
39f1170e.wav,Bus
39f5255b.wav,Yell
39fbcf5e.wav,Tick-tock
39fcbe42.wav,"Writing,Mechanical_fan"
3a012464.wav,"Fill_(with_liquid),Water_tap_and_faucet,Toilet_flush,Sink_(filling_or_washing)"
3a01c251.wav,Fill_(with_liquid)
3a06d6a5.wav,Cheering
3a080e8a.wav,Screaming
3a099f2c.wav,Church_bell
3a0bb148.wav,Tick-tock
3a0f1cbb.wav,Strum
3a1ca573.wav,"Bass_drum,Hi-hat"
3a1cf079.wav,Microwave_oven
3a1ec008.wav,Computer_keyboard
3a1f58fa.wav,Hi-hat
3a2082e8.wav,Walk_and_footsteps
3a2715a6.wav,Race_car_and_auto_racing
3a2a84a6.wav,"Cupboard_open_or_close,Drawer_open_or_close"
3a2bdb9b.wav,Acoustic_guitar
3a2d2928.wav,Yell
3a2e0f29.wav,"Zipper_(clothing),Gasp,Fart,Sneeze"
3a2e51fd.wav,Yell
3a320b90.wav,"Frying_(food),Crackle"
3a36792b.wav,Accordion
3a38657e.wav,Raindrop
3a3de31f.wav,Burping_and_eructation
3a4321e7.wav,Chirp_and_tweet
3a46be7f.wav,"Gasp,Cupboard_open_or_close,Sigh,Knock,Church_bell"
3a484277.wav,Gasp
3a498c5b.wav,Cheering
3a4ba90d.wav,Shatter
3a4e3eca.wav,Cheering
3a510d5c.wav,Skateboard
3a531ae8.wav,"Whispering,Chewing_and_mastication"
3a5b14ee.wav,Fart
3a5d997a.wav,"Squeak,Chirp_and_tweet"
3a5da8ef.wav,Purr
3a613095.wav,Drawer_open_or_close
3a649485.wav,Chirp_and_tweet
3a6a8672.wav,Church_bell
3a6b4a7a.wav,"Writing,Microwave_oven,Keys_jangling,Scissors"
3a6dcc40.wav,"Tick-tock,Burping_and_eructation"
3a736398.wav,Whispering
3a7ca4e8.wav,"Fill_(with_liquid),Computer_keyboard,Drip,Gurgling"
3a7e8705.wav,Sigh
3a86ab9d.wav,"Gurgling,Knock"
3a8b4bf0.wav,"Fill_(with_liquid),Water_tap_and_faucet,Toilet_flush,Sink_(filling_or_washing)"
3a9434a1.wav,Run
3a998195.wav,Motorcycle
3a99d7ca.wav,Female_speech_and_woman_speaking
3a9a9e89.wav,"Gasp,Sigh"
3a9daeef.wav,Shatter
3aa1bc62.wav,Microwave_oven
3aace63e.wav,Bass_guitar
3ab03a16.wav,Toilet_flush
3ab4e41b.wav,Shatter
3ac02fd6.wav,Shatter
3ac2065f.wav,Cutlery_and_silverware
3ac62609.wav,Strum
3ac79cc9.wav,Hi-hat
3ac7b6f9.wav,Accordion
3ac91c9e.wav,"Child_speech_and_kid_speaking,Buzz"
3ad0ec67.wav,Printer
3ad89eb1.wav,Bus
3adc9ba0.wav,Hiss
3adde254.wav,Glockenspiel
3adf519c.wav,Sigh
3ae105b3.wav,Chink_and_clink
3ae2d559.wav,Frying_(food)
3ae624dc.wav,Cricket
3aea4e59.wav,Church_bell
3aec80df.wav,Harmonica
3aeec07d.wav,Writing
3aef35b2.wav,Child_speech_and_kid_speaking
3af0c399.wav,"Writing,Purr"
3af4709b.wav,Bass_drum
3af4fe25.wav,Knock
3af7ece4.wav,Drawer_open_or_close
3af8d226.wav,Female_singing
3afc63b4.wav,Acoustic_guitar
3b011b5e.wav,"Purr,Meow"
3b078a39.wav,"Dishes_and_pots_and_pans,Cutlery_and_silverware"
3b085303.wav,Microwave_oven
3b0ae4cf.wav,Mechanical_fan
3b0b08a0.wav,"Female_speech_and_woman_speaking,Applause"
3b0be6d5.wav,Cheering
3b0efd4e.wav,Crowd
3b0fc06c.wav,"Writing,Whispering,Finger_snapping"
3b1bc675.wav,Car_passing_by
3b1d5f9f.wav,"Marimba_and_xylophone,Glockenspiel"
3b2344f3.wav,Slam
3b23ffb2.wav,"Meow,Sneeze"
3b285088.wav,Waves_and_surf
3b29b73b.wav,"Cricket,Crackle"
3b2a6ed5.wav,"Gasp,Sigh,Knock"
3b2b003c.wav,Stream
3b327ac1.wav,Bass_drum
3b3afd95.wav,"Water_tap_and_faucet,Sink_(filling_or_washing)"
3b3b3313.wav,Yell
3b45a15b.wav,Gurgling
3b4b2b2b.wav,Toilet_flush
3b512f54.wav,Chirp_and_tweet
3b58a7fc.wav,Chink_and_clink
3b58c0c8.wav,Skateboard
3b62797f.wav,Crowd
3b634340.wav,"Walk_and_footsteps,Chirp_and_tweet"
3b653137.wav,Cupboard_open_or_close
3b67b022.wav,Slam
3b68ebdd.wav,Stream
3b6fc78a.wav,Accordion
3b7f9148.wav,Cricket
3b83298f.wav,Raindrop
3b8495fd.wav,Bass_drum
3b84eb82.wav,Accelerating_and_revving_and_vroom
3b85416e.wav,Bass_drum
3b85cdcd.wav,Church_bell
3b85d21d.wav,Burping_and_eructation
3b88f200.wav,"Cupboard_open_or_close,Knock"
3b8aac07.wav,"Gasp,Sigh,Sneeze"
3b8da0f1.wav,"Zipper_(clothing),Buzz"
3b932412.wav,"Fill_(with_liquid),Toilet_flush"
3b9ce894.wav,Bus
3b9fa9b3.wav,"Purr,Meow"
3ba02112.wav,Hi-hat
3ba44260.wav,Frying_(food)
3ba4ef27.wav,Raindrop
3baad890.wav,Printer
3bb00b4d.wav,Tap
3bb1055b.wav,Burping_and_eructation
3bb29af2.wav,Sneeze
3bb2d6b3.wav,Chewing_and_mastication
3bb39695.wav,Cheering
3bb89298.wav,Hiss
3bbbb975.wav,Tap
3bbc1b83.wav,Chirp_and_tweet
3bbd6580.wav,Male_speech_and_man_speaking
3bc0d803.wav,Cutlery_and_silverware
3bc635b7.wav,Crackle
3bcdca27.wav,Meow
3bcec1c3.wav,Crackle
3bcf57a0.wav,Clapping
3bcf6a77.wav,Stream
3bd25d2e.wav,Squeak
3bd2ce3e.wav,Electric_guitar
3bda1c4d.wav,Crackle
3bdc0f6f.wav,Motorcycle
3bdcf520.wav,Chirp_and_tweet
3bddabcb.wav,Fill_(with_liquid)
3be05e62.wav,"Microwave_oven,Gong"
3be3724f.wav,Frying_(food)
3bf038c0.wav,Harmonica
3bf09528.wav,Cupboard_open_or_close
3bf0d9b3.wav,Gong
3bf1659d.wav,Walk_and_footsteps
3bf16682.wav,Child_speech_and_kid_speaking
3bf4fc17.wav,Harmonica
3bf8a8db.wav,Child_speech_and_kid_speaking
3c044a6d.wav,Slam
3c0468ed.wav,Electric_guitar
3c052f03.wav,Knock
3c0feb19.wav,Keys_jangling
3c15b411.wav,Scissors
3c181a80.wav,Acoustic_guitar
3c1b0f2e.wav,Accelerating_and_revving_and_vroom
3c2176ea.wav,Mechanical_fan
3c22dd7b.wav,Gasp
3c2418a8.wav,Accelerating_and_revving_and_vroom
3c283f2c.wav,Female_speech_and_woman_speaking
3c2a0766.wav,Crowd
3c2aca16.wav,Accelerating_and_revving_and_vroom
3c2b1bf5.wav,Hi-hat
3c2d9084.wav,Chirp_and_tweet
3c2f3122.wav,Gasp
3c332078.wav,Bicycle_bell
3c351f7a.wav,Purr
3c36732f.wav,Run
3c36783c.wav,Bicycle_bell
3c37816a.wav,Walk_and_footsteps
3c379c82.wav,"Marimba_and_xylophone,Glockenspiel"
3c3c5a60.wav,Yell
3c3ff2c8.wav,Raindrop
3c400c2b.wav,"Writing,Fart"
3c49bdbc.wav,Electric_guitar
3c4b13c3.wav,Tap
3c4b73b0.wav,Purr
3c4e8b1c.wav,Frying_(food)
3c5509b5.wav,"Dishes_and_pots_and_pans,Cutlery_and_silverware"
3c5571a7.wav,Accordion
3c571bec.wav,"Fart,Sigh"
3c585c15.wav,Skateboard
3c5fe603.wav,Cupboard_open_or_close
3c637834.wav,"Bathtub_(filling_or_washing),Cutlery_and_silverware"
3c663b57.wav,Tick-tock
3c6a6f3c.wav,Toilet_flush
3c6f1a6c.wav,Accordion
3c716f4d.wav,Zipper_(clothing)
3c75582f.wav,"Writing,Computer_keyboard"
3c7b432a.wav,Child_speech_and_kid_speaking
3c7f9ad9.wav,Squeak
3c82bad2.wav,Cheering
3c863b83.wav,Marimba_and_xylophone
3c9a9290.wav,Bathtub_(filling_or_washing)
3c9d461f.wav,Slam
3c9e9580.wav,Yell
3ca859bc.wav,Car_passing_by
3ca8d1c0.wav,Dishes_and_pots_and_pans
3ca92ccb.wav,Tap
3cab39a6.wav,Printer
3cbb9c24.wav,Sigh
3cbba37d.wav,"Tick-tock,Drip"
3cc4aba9.wav,Accelerating_and_revving_and_vroom
3cc5cf6b.wav,Traffic_noise_and_roadway_noise
3cc9cd5d.wav,Shatter
3cccc35b.wav,Tap
3ccd816e.wav,Raindrop
3ccececc.wav,Yell
3ccefe0c.wav,Whispering
3cd03873.wav,"Meow,Sneeze"
3cd1a1c9.wav,Screaming
3cd4dd84.wav,Female_speech_and_woman_speaking
3ce0ca89.wav,Church_bell
3ce1d17e.wav,Child_speech_and_kid_speaking
3cebdc75.wav,Church_bell
3cee20d5.wav,Purr
3cef472c.wav,Church_bell
3d00dce6.wav,Slam
3d078769.wav,Finger_snapping
3d0797ca.wav,Drawer_open_or_close
3d0a9e2f.wav,Male_singing
3d0c8c0a.wav,Crowd
3d0cc7ed.wav,Walk_and_footsteps
3d0f23d2.wav,Applause
3d167202.wav,Stream
3d1722dd.wav,Church_bell
3d18e0a3.wav,"Cricket,Purr"
3d207005.wav,Waves_and_surf
3d2f1359.wav,Cricket
3d37736d.wav,Printer
3d3cd886.wav,Acoustic_guitar
3d44a2c8.wav,Gasp
3d4b5eb3.wav,Buzz
3d4b8e3d.wav,Shatter
3d517fb1.wav,Bark
3d54ff3a.wav,Female_speech_and_woman_speaking
3d57319a.wav,Child_speech_and_kid_speaking
3d5bdc57.wav,"Strum,Electric_guitar"
3d5d5cec.wav,Glockenspiel
3d5f03dd.wav,Cheering
3d60fc3e.wav,"Fart,Cupboard_open_or_close"
3d674d30.wav,Church_bell
3d69c279.wav,Traffic_noise_and_roadway_noise
3d69e745.wav,Drawer_open_or_close
3d6dfad5.wav,Chirp_and_tweet
3d700dc4.wav,Keys_jangling
3d703c2e.wav,Meow
3d7657b7.wav,Purr
3d77b202.wav,Keys_jangling
3d7d7965.wav,Female_speech_and_woman_speaking
3d826546.wav,Gurgling
3d831c8f.wav,Male_speech_and_man_speaking
3d86d8fc.wav,"Burping_and_eructation,Finger_snapping"
3d8c2f43.wav,Waves_and_surf
3d8e0564.wav,Chewing_and_mastication
3d8ef3d8.wav,Car_passing_by
3d905c30.wav,"Marimba_and_xylophone,Glockenspiel"
3d907343.wav,Child_speech_and_kid_speaking
3d920216.wav,"Mechanical_fan,Bass_drum,Hi-hat"
3d93fc5a.wav,Scissors
3d95672a.wav,Whispering
3d95a8cb.wav,Female_speech_and_woman_speaking
3d9dafea.wav,Squeak
3da2d88e.wav,Drawer_open_or_close
3dab9970.wav,Meow
3dae63ec.wav,Tick-tock
3daeb90b.wav,Tick-tock
3daed1af.wav,Gong
3db28ebe.wav,"Dishes_and_pots_and_pans,Cutlery_and_silverware"
3db4398d.wav,Female_speech_and_woman_speaking
3db75c42.wav,Hi-hat
3db96875.wav,Squeak
3dc7c89c.wav,Church_bell
3dc9de6d.wav,Male_speech_and_man_speaking
3dcd25e6.wav,"Marimba_and_xylophone,Glockenspiel"
3dd4d970.wav,Squeak
3dd7af75.wav,Fill_(with_liquid)
3dd7cb3d.wav,Fill_(with_liquid)
3dda748c.wav,Finger_snapping
3ddc0b9d.wav,Microwave_oven
3ddd9eaf.wav,"Raindrop,Stream"
3de71053.wav,"Zipper_(clothing),Purr,Fart"
3de95cbe.wav,Run
3de9afa5.wav,"Chewing_and_mastication,Gurgling"
3dea80ac.wav,Squeak
3ded545d.wav,Frying_(food)
3df894c9.wav,Female_singing
3dfa9b47.wav,Applause
3e025974.wav,Crackle
3e0844a6.wav,Gurgling
3e089ead.wav,Burping_and_eructation
3e0996f8.wav,"Whispering,Chewing_and_mastication"
3e13ec57.wav,Printer
3e15b824.wav,Squeak
3e1925ff.wav,Accelerating_and_revving_and_vroom
3e1adc33.wav,"Bus,Microwave_oven"
3e1ce4d3.wav,Shatter
3e1d0af4.wav,"Marimba_and_xylophone,Glockenspiel"
3e24e2fc.wav,Hi-hat
3e25174e.wav,Whispering
3e2fd240.wav,Bathtub_(filling_or_washing)
3e2fde35.wav,Scissors
3e32df31.wav,Screaming
3e389a9b.wav,Electric_guitar
3e38aba4.wav,"Dishes_and_pots_and_pans,Cutlery_and_silverware,Scissors"
3e3b1bb8.wav,"Water_tap_and_faucet,Frying_(food),Sink_(filling_or_washing)"
3e49877e.wav,Cheering
3e4e6ff5.wav,Male_singing
3e538f7e.wav,Squeak
3e53d53d.wav,"Microwave_oven,Keys_jangling"
3e5bca4c.wav,Buzz
3e5dc1e6.wav,Male_speech_and_man_speaking
3e5ea716.wav,Walk_and_footsteps
3e645f0b.wav,"Drip,Chewing_and_mastication"
3e655e4a.wav,Bicycle_bell
3e6a4347.wav,Glockenspiel
3e6ba8f1.wav,"Microwave_oven,Gong"
3e6ca7f0.wav,Slam
3e6dc9f5.wav,"Gasp,Knock"
3e7899f9.wav,Acoustic_guitar
3e791a98.wav,Bark
3e7ae20f.wav,Run
3e7c7c81.wav,Shatter
3e7ecdf0.wav,Skateboard
3e80a760.wav,Bathtub_(filling_or_washing)
3e8af276.wav,Computer_keyboard
3e8cb785.wav,Race_car_and_auto_racing
3e920355.wav,Bus
3e93cf53.wav,Computer_keyboard
3e9aec4c.wav,Skateboard
3ea24946.wav,Purr
3ea72422.wav,"Whispering,Scissors"
3ea75ce9.wav,Skateboard
3eaacef2.wav,Gurgling
3eb1459c.wav,Sigh
3eb573a2.wav,Frying_(food)
3eba4bc6.wav,Skateboard
3ebbee9f.wav,"Fart,Tick-tock"
3ebcd5bb.wav,Drawer_open_or_close
3ebd63a6.wav,Crackle
3ebdc78e.wav,Traffic_noise_and_roadway_noise
3ec54240.wav,Frying_(food)
3ec66b46.wav,Printer
3ec82568.wav,Frying_(food)
3ec86abe.wav,Hiss
3ecb37c2.wav,Female_speech_and_woman_speaking
3ecc83d4.wav,Finger_snapping
3ecf308b.wav,Acoustic_guitar
3ed2a1da.wav,Marimba_and_xylophone
3ed30383.wav,Electric_guitar
3ed31961.wav,"Writing,Microwave_oven,Keys_jangling,Scissors"
3eda262e.wav,Scissors
3edf07d0.wav,Fill_(with_liquid)
3edf0ab1.wav,Yell
3ee42c35.wav,Accelerating_and_revving_and_vroom
3ee5dd08.wav,Bicycle_bell
3eed7585.wav,Bicycle_bell
3eee89ad.wav,Cupboard_open_or_close
3ef02a1e.wav,Gong
3ef3cfca.wav,Traffic_noise_and_roadway_noise
3ef3d23c.wav,Purr
3ef3f60c.wav,Drawer_open_or_close
3ef5a6c6.wav,Tap
3ef5fdfe.wav,Printer
3ef9c37b.wav,Strum
3efa6401.wav,Race_car_and_auto_racing
3efc61fb.wav,Crowd
3efced15.wav,Chewing_and_mastication
3f00dc2b.wav,Male_speech_and_man_speaking
3f0d39db.wav,Walk_and_footsteps
3f12ce63.wav,Drip
3f159571.wav,Waves_and_surf
3f165fd2.wav,Car_passing_by
3f171303.wav,"Yell,Hi-hat"
3f1ab655.wav,Keys_jangling
3f1ce9b9.wav,Cutlery_and_silverware
3f1f1704.wav,Female_singing
3f23238e.wav,Bus
3f250f2d.wav,"Frying_(food),Clapping"
3f2be818.wav,Zipper_(clothing)
3f2c0b99.wav,Keys_jangling
3f2e77df.wav,Electric_guitar
3f2ecb1b.wav,Bus
3f3097e0.wav,Bass_guitar
3f31c7bd.wav,Applause
3f37d13d.wav,Gasp
3f38d89a.wav,Stream
3f3e7ebd.wav,Cheering
3f423b3a.wav,Female_speech_and_woman_speaking
3f44b41a.wav,Screaming
3f46c3e8.wav,Harmonica
3f48fbb5.wav,Tick-tock
3f4fbbe9.wav,Squeak
3f516fde.wav,Drawer_open_or_close
3f53c736.wav,Writing
3f59e7f7.wav,Scissors
3f5b14c7.wav,Shatter
3f60b188.wav,Writing
3f6cf8d4.wav,Computer_keyboard
3f72bcf4.wav,Bark
3f79726f.wav,Screaming
3f7ace71.wav,Male_singing
3f7bb229.wav,Run
3f7d3a85.wav,Finger_snapping
3f80b98c.wav,Skateboard
3f82d414.wav,Skateboard
3f854a07.wav,"Dishes_and_pots_and_pans,Cutlery_and_silverware"
3f85ba8a.wav,Trickle_and_dribble
3f871d4d.wav,Cupboard_open_or_close
3f874466.wav,Raindrop
3f87abb2.wav,Crowd
3f8c670a.wav,Race_car_and_auto_racing
3f8e43df.wav,Bicycle_bell
3f8fd802.wav,Applause
3f947332.wav,"Motorcycle,Traffic_noise_and_roadway_noise"
3f9619e8.wav,Buzz
3f971100.wav,Tick-tock
3f975623.wav,Hiss
3f993d78.wav,Bark
3fa35f03.wav,Meow
3faa8b88.wav,Clapping
3fb5fb65.wav,Shatter
3fc0a24f.wav,Marimba_and_xylophone
3fc3519c.wav,"Bass_drum,Hi-hat"
3fc4b2e2.wav,Bicycle_bell
3fc80918.wav,"Fill_(with_liquid),Water_tap_and_faucet"
3fcc1665.wav,Electric_guitar
3fce4d95.wav,"Dishes_and_pots_and_pans,Cutlery_and_silverware"
3fd71e22.wav,Scissors
3fe7b6b3.wav,Finger_snapping
3fe8c4d7.wav,Cricket
3fe99bcd.wav,"Fill_(with_liquid),Drip"
3ff41aec.wav,"Cupboard_open_or_close,Knock,Slam"
3ff6a008.wav,"Bass_drum,Bass_guitar"
3ffb4126.wav,Cricket
4000972d.wav,Car_passing_by
400377ba.wav,Accordion
400a9956.wav,Female_speech_and_woman_speaking
400d1f0f.wav,Squeak
400e68d0.wav,Tick-tock
4014af2c.wav,Screaming
4015e847.wav,Accordion
401717a4.wav,Chewing_and_mastication
401854b4.wav,"Writing,Computer_keyboard,Keys_jangling,Scissors"
4018a212.wav,Squeak
40192d51.wav,Raindrop
4025b860.wav,Child_speech_and_kid_speaking
4027d82d.wav,Computer_keyboard
4034f15c.wav,"Fill_(with_liquid),Toilet_flush"
40392117.wav,"Marimba_and_xylophone,Glockenspiel"
403b827a.wav,Bus
403effd9.wav,Applause
403fe1f8.wav,Run
404217bb.wav,Trickle_and_dribble
404452c1.wav,"Bass_drum,Hi-hat,Bass_guitar"
4044a74a.wav,"Zipper_(clothing),Purr"
404a0db9.wav,"Zipper_(clothing),Buzz"
404f9266.wav,Bass_guitar
40506088.wav,Bicycle_bell
4051f5cd.wav,Sneeze
405502c0.wav,Burping_and_eructation
4055071f.wav,Church_bell
4057981f.wav,Bark
405acb2f.wav,Cupboard_open_or_close
406291f7.wav,Raindrop
40676e5e.wav,Gasp
406801d4.wav,"Tick-tock,Screaming"
4074301e.wav,Frying_(food)
4074330d.wav,Bass_drum
4078b9d5.wav,Applause
407a39ba.wav,Walk_and_footsteps
407a4971.wav,Harmonica
407aec0e.wav,Tick-tock
407bd26d.wav,Crackle
407f4675.wav,"Bus,Waves_and_surf"
4082e9f2.wav,Whispering
4083dd8c.wav,Bass_guitar
408913e6.wav,Child_speech_and_kid_speaking
40891674.wav,"Marimba_and_xylophone,Glockenspiel,Bicycle_bell"
408ab8f2.wav,Frying_(food)
408df53b.wav,"Bathtub_(filling_or_washing),Screaming"
40915b34.wav,Run
4091c3a6.wav,"Bass_drum,Hi-hat"
4091e723.wav,Waves_and_surf
40995fba.wav,Waves_and_surf
409f7b60.wav,"Male_singing,Purr"
40a85d60.wav,Drawer_open_or_close
40a8a8af.wav,Raindrop
40a928b7.wav,Bus
40aa7528.wav,Frying_(food)
40aabc78.wav,"Gasp,Hiss"
40add19c.wav,Bark
40b2a774.wav,"Gasp,Sigh"
40b36637.wav,Finger_snapping
40b686f4.wav,"Fill_(with_liquid),Water_tap_and_faucet,Sink_(filling_or_washing)"
40b7c91e.wav,Squeak
40bde38b.wav,"Car_passing_by,Race_car_and_auto_racing"
40c10265.wav,Bark
40c1d3a5.wav,Cheering
40c644a2.wav,Race_car_and_auto_racing
40cf303f.wav,Tap
40d389f6.wav,Hiss
40ea2677.wav,"Bicycle_bell,Run"
40f09844.wav,Strum
40f40fe5.wav,Meow
40f4cc37.wav,"Marimba_and_xylophone,Bicycle_bell,Keys_jangling"
40fc477d.wav,Raindrop
41055a32.wav,Computer_keyboard
4106c722.wav,Chirp_and_tweet
41091881.wav,Skateboard
410f03a8.wav,"Accordion,Harmonica"
41101946.wav,Microwave_oven
41143118.wav,Cheering
41149e81.wav,Crackle
411635bd.wav,Bathtub_(filling_or_washing)
411aedec.wav,Raindrop
411be188.wav,Gasp
411d9d4b.wav,Female_speech_and_woman_speaking
4120bd11.wav,"Skateboard,Crackle"
41232933.wav,Sneeze
4124cccf.wav,"Car_passing_by,Cupboard_open_or_close,Knock"
41290309.wav,Male_speech_and_man_speaking
412a484d.wav,Gong
412b6ee8.wav,Walk_and_footsteps
413a2da4.wav,Meow
413d83e7.wav,Male_singing
413e65cb.wav,Bicycle_bell
413f17c4.wav,Gong
41404cb9.wav,"Tick-tock,Cutlery_and_silverware"
4140c7d5.wav,Clapping
4148da17.wav,Microwave_oven
414b230c.wav,Child_speech_and_kid_speaking
41531272.wav,Motorcycle
4159ee02.wav,"Water_tap_and_faucet,Sink_(filling_or_washing)"
415bbd07.wav,Printer
415c0382.wav,Bicycle_bell
415c5ad0.wav,Bass_guitar
415dd38a.wav,Traffic_noise_and_roadway_noise
415e56c5.wav,"Writing,Scissors"
415e7d4e.wav,Tick-tock
4161902c.wav,"Strum,Electric_guitar"
41640904.wav,Traffic_noise_and_roadway_noise
4168e52b.wav,Bass_guitar
4168f93e.wav,Traffic_noise_and_roadway_noise
416a50c5.wav,Run
416b7f49.wav,Drawer_open_or_close
416d798e.wav,Computer_keyboard
416e52e7.wav,"Writing,Whispering,Sneeze"
4170bcee.wav,Mechanical_fan
4171cf8a.wav,Raindrop
41731527.wav,Stream
4173c540.wav,Mechanical_fan
417645e7.wav,Skateboard
417673be.wav,"Zipper_(clothing),Race_car_and_auto_racing"
4178c373.wav,Squeak
417cf5a5.wav,"Female_singing,Harmonica"
41870f61.wav,Motorcycle
41877bed.wav,"Strum,Electric_guitar"
418b1ce0.wav,Motorcycle
418ffd32.wav,Run
41963559.wav,Keys_jangling
419de113.wav,Gong
41a09501.wav,Drawer_open_or_close
41a254ea.wav,"Zipper_(clothing),Fart"
41a5e7f6.wav,"Cupboard_open_or_close,Drawer_open_or_close"
41aa7fdd.wav,"Writing,Chirp_and_tweet"
41ade24e.wav,Female_singing
41af9a1e.wav,Hiss
41b91132.wav,"Raindrop,Stream"
41b98885.wav,"Fill_(with_liquid),Trickle_and_dribble"
41b9c632.wav,"Water_tap_and_faucet,Sink_(filling_or_washing)"
41bd4a69.wav,Traffic_noise_and_roadway_noise
41bd9100.wav,Hiss
41c3c828.wav,Bass_guitar
41c58ef9.wav,Keys_jangling
41d0b914.wav,Chirp_and_tweet
41d1709d.wav,Skateboard
41d20b7b.wav,Hiss
41d6f81b.wav,Female_singing
41db1f35.wav,"Accordion,Harmonica"
41dce056.wav,Child_speech_and_kid_speaking
41e06ab4.wav,Harmonica
41e40d81.wav,Buzz
41e94f98.wav,Car_passing_by
41e96a14.wav,Cupboard_open_or_close
41eaba8b.wav,Harmonica
41f00a5d.wav,Walk_and_footsteps
41f7f50d.wav,Bicycle_bell
41fb69d2.wav,Fart
41fed31f.wav,Harmonica
42003608.wav,"Finger_snapping,Scissors"
4200cb58.wav,"Marimba_and_xylophone,Glockenspiel"
4205d942.wav,Skateboard
42079584.wav,Bicycle_bell
42081ce3.wav,Screaming
4208f012.wav,Crackle
4210a035.wav,Applause
42115dde.wav,Toilet_flush
421160c4.wav,Bass_drum
421525e6.wav,Chirp_and_tweet
42180739.wav,Microwave_oven
42181e25.wav,Accordion
4223462e.wav,Bicycle_bell
4225b2fa.wav,"Female_speech_and_woman_speaking,Male_speech_and_man_speaking"
4228419a.wav,Buzz
422d086b.wav,Church_bell
422db253.wav,Drawer_open_or_close
42427e9d.wav,Walk_and_footsteps
424bf369.wav,"Shatter,Sigh"
42532217.wav,Screaming
4257df43.wav,Raindrop
425a058d.wav,Yell
425c2b07.wav,Crowd
425c6c11.wav,Cutlery_and_silverware
425d00c2.wav,Church_bell
425dde5a.wav,Whispering
42616715.wav,Clapping
42619c53.wav,Trickle_and_dribble
4264d590.wav,Race_car_and_auto_racing
42659f50.wav,Burping_and_eructation
426776b2.wav,Burping_and_eructation
4269e8c6.wav,"Marimba_and_xylophone,Glockenspiel"
4273d520.wav,"Water_tap_and_faucet,Frying_(food),Sink_(filling_or_washing)"
4276362b.wav,"Accelerating_and_revving_and_vroom,Keys_jangling"
4276a870.wav,Toilet_flush
427ba2aa.wav,"Computer_keyboard,Keys_jangling"
427c05c2.wav,Bark
4281161c.wav,"Whispering,Keys_jangling"
428169c3.wav,"Fill_(with_liquid),Raindrop,Trickle_and_dribble"
42863532.wav,Frying_(food)
428aec21.wav,Fart
428c52aa.wav,Knock
42911a3f.wav,Sneeze
42943fde.wav,Printer
429b73cb.wav,Tick-tock
429ed546.wav,Shatter
42a2222f.wav,Burping_and_eructation
42a4006d.wav,"Gasp,Sneeze"
42a51303.wav,Meow
42a7a6e9.wav,Hiss
42a7f3e5.wav,Tick-tock
42aa9e06.wav,Accelerating_and_revving_and_vroom
42af6c4d.wav,"Run,Crowd"
42b20526.wav,Printer
42b2a370.wav,Chirp_and_tweet
42b7ebe5.wav,Male_speech_and_man_speaking
42b835ed.wav,Female_singing
42bfc1cd.wav,Cheering
42c51751.wav,Female_speech_and_woman_speaking
42c570b1.wav,Mechanical_fan
42c67b4c.wav,Computer_keyboard
42c7ec6b.wav,Zipper_(clothing)
42cadbba.wav,Drawer_open_or_close
42d04fac.wav,Gurgling
42daf724.wav,Traffic_noise_and_roadway_noise
42e2b3fb.wav,Crackle
42e2f8b6.wav,Child_speech_and_kid_speaking
42e736f6.wav,"Yell,Electric_guitar"
42f390c2.wav,"Bark,Bathtub_(filling_or_washing)"
42f6a4e9.wav,Drawer_open_or_close
42f7abb4.wav,Crowd
42fc7428.wav,Screaming
4301c6da.wav,Tap
43021e98.wav,Cheering
43083844.wav,Bark
4311fff2.wav,Skateboard
